54,74,37
75,70,78
80,94,56
45,51,48
95,46,94
98,77,75
99,66,70
104,85,33
84,102,50
90,60,38
99,80,98
33,97,87
73,40,58
37,93,72
84,106,36
80,65,79
66,70,84
43,108,38
52,92,48
60,30,52
99,101,95
97,59,97
98,97,94
108,39,69
89,45,69
86,70,78
97,86,40
45,31,89
89,82,41
83,71,50
94,51,58
83,60,48
73,34,33
51,93,33
94,102,37
69,30,107
44,31,85
48,72,105
92,49,100
99,108,63
65,78,73
31,40,90
66,102,100
43,85,100
30,97,88
78,104,88
102,97,109
92,54,52
88,97,82
61,69,67
55,70,38
74,72,97
39,80,40
42,68,85
103,109,41
98,45,55
105,77,69
33,67,61
76,58,82
95,90,100
68,40,63
83,62,92
82,65,46
46,86,69
33,88,95
100,70,77
100,41,50
30,36,98
69,90,62
75,93,41
59,47,74
43,31,91
33,108,64
69,101,107
38,109,35
44,68,84
93,74,37
90,58,33
75,76,91
91,84,62
49,41,78
52,45,84
93,40,40
52,58,87
68,81,46
44,82,40
31,34,38
81,106,68
40,79,50
55,77,87
103,91,69
101,107,45
54,59,81
97,73,91
103,30,67
86,54,106
87,38,39
40,73,90
72,62,70
96,47,92
35,72,95
106,51,69
41,50,93
71,100,46
77,72,64
35,42,68
71,94,40
108,37,45
95,92,106
33,75,107
61,66,53
68,83,68
34,67,32
41,75,81
30,88,61
68,60,92
81,97,104
64,31,35
48,73,78
48,70,84
47,42,66
66,75,36
60,32,74
69,42,60
70,66,102
70,95,71
68,99,80
69,66,40
50,35,49
101,64,62
52,63,58
83,87,34
30,63,65
71,99,69
108,35,40
79,37,48
45,56,31
32,32,106
61,47,91
52,80,72
91,78,77
90,52,79
83,61,52
63,91,80
38,73,33
84,39,35
82,95,46
81,54,90
39,54,48
43,97,77
52,106,105
56,105,94
38,38,94
40,86,58
66,67,89
42,94,41
45,37,38
90,73,104
81,57,63
99,84,87
75,55,85
84,49,51
63,82,38
48,66,109
93,105,109
88,37,63
30,90,81
44,88,57
56,55,103
69,30,71
96,104,51
107,61,109
74,56,87
63,77,85
52,67,63
68,68,104
82,82,103
109,58,97
81,36,34
67,32,55
46,59,45
40,96,46
65,109,62
96,43,75
52,108,47
66,54,51
48,74,89
105,65,108
66,44,73
36,79,39
37,54,69
86,67,94
58,75,108
92,100,32
48,64,97
94,41,35
72,62,105
38,96,45
85,62,48
53,103,48
103,74,30
74,61,82
73,35,41
89,84,83
100,35,33
86,94,83
106,76,95
76,86,101
33,102,59
76,76,36
100,65,82
99,66,107
61,37,71
62,69,79
81,105,70
64,52,67
49,83,43
56,82,38
64,94,34
60,90,61
46,32,55
30,40,59
58,98,92
72,102,87
86,54,60
87,66,46
65,81,100
54,52,44
73,36,31
73,93,87
91,57,94
82,57,63
97,106,46
39,100,51
30,38,100
102,61,52
80,86,97
104,93,35
92,50,76
46,58,95
73,78,101
72,68,66
49,44,69
72,101,32
60,94,86
100,39,55
43,88,104
32,92,62
102,67,108
81,67,76
57,55,77
106,81,99
57,104,88
46,93,77
103,87,108
65,71,56
72,33,46
107,99,68
105,45,86
30,91,82
70,101,69
89,51,83
39,81,35
60,85,60
95,48,61
67,76,83
104,106,61
43,96,86
71,41,81
76,37,44
82,44,45
35,102,61
34,81,94
90,91,101
97,30,100
107,63,45
52,77,34
51,31,30
71,80,45
89,59,52
91,101,41
39,96,108
35,60,82
76,63,87
42,45,52
93,37,36
84,107,60
103,109,58
103,34,59
97,78,58
32,92,96
80,87,43
103,105,85
46,107,107
81,63,102
90,53,32
40,68,85
71,45,73
96,39,76
95,69,82
32,85,40
76,108,103
36,65,106
49,99,41
101,103,44
75,41,101
77,63,39
50,74,73
109,91,100
51,37,77
108,42,45
98,42,108
55,96,90
48,82,94
102,55,88
56,58,65
105,37,35
51,105,56
41,56,101
100,96,69
76,51,73
33,59,105
46,69,41
84,30,32
53,38,86
63,93,102
33,43,48
36,64,67
85,108,45
60,62,109
108,85,72
107,100,48
100,65,61
94,106,106
75,58,76
98,58,57
90,105,105
96,69,88
43,87,69
55,92,61
94,78,50
