73,62,103
79,60,37
76,101,46
91,86,30
81,102,74
73,75,102
80,94,99
83,71,35
44,89,55
60,97,33
103,39,49
98,32,71
94,39,82
94,48,34
102,81,31
97,83,39
65,49,69
98,81,65
59,97,81
72,79,101
81,89,92
66,48,69
43,104,50
50,30,35
50,91,49
96,90,103
30,34,82
31,96,83
69,74,42
62,42,108
56,77,97
63,54,78
76,47,96
60,80,109
74,107,92
92,65,67
58,80,49
49,35,104
89,43,40
89,76,66
62,93,73
93,90,59
93,67,109
41,71,89
97,32,109
45,69,47
109,66,70
66,102,46
47,52,72
64,81,83
105,37,38
99,74,108
35,70,89
57,61,106
88,72,93
83,94,83
86,75,77
85,70,39
36,47,108
92,101,90
105,34,105
31,74,39
99,36,53
71,99,88
33,75,44
81,91,79
71,35,102
57,73,35
99,54,51
45,98,103
41,51,56
45,85,87
33,48,44
107,103,70
97,39,83
82,89,75
84,107,47
70,78,80
57,54,37
72,59,96
90,30,90
82,85,92
99,71,100
87,93,59
50,60,76
31,59,74
40,48,47
48,30,51
38,40,53
68,99,36
36,47,60
39,49,30
56,40,61
85,74,67
46,42,109
64,61,88
33,40,98
70,37,85
44,36,53
57,37,86
86,82,86
100,95,60
87,80,91
40,73,73
108,92,39
48,82,58
106,58,108
86,77,86
78,66,49
79,99,76
50,67,69
106,105,101
76,101,66
32,67,84
97,61,81
90,65,103
86,35,61
93,36,75
83,88,97
79,101,61
58,104,82
69,89,53
53,91,106
40,92,86
43,101,59
72,82,70
82,53,83
66,45,56
50,47,74
67,54,85
96,54,79
69,62,66
106,74,50
30,98,63
60,105,88
66,97,49
70,87,68
100,33,47
98,101,78
58,76,49
86,43,91
50,77,44
47,99,79
98,56,86
43,49,73
51,69,51
58,81,103
53,93,58
103,35,51
58,31,101
64,104,41
58,76,104
73,100,91
48,32,84
48,42,46
103,109,90
72,80,94
80,106,41
71,64,62
53,42,80
78,56,46
81,70,40
108,66,94
69,60,65
86,104,96
67,35,40
79,55,41
34,53,86
73,42,72
61,94,45
94,62,66
73,30,100
54,63,36
70,82,40
41,46,57
54,81,74
81,108,71
82,33,49
39,59,92
48,42,59
94,35,55
46,100,98
103,57,81
87,106,61
45,36,57
78,64,103
108,101,81
60,45,34
40,67,76
70,74,36
68,80,86
96,61,38
59,74,51
39,77,54
40,63,88
81,54,106
68,50,88
92,74,46
57,97,53
34,92,64
92,109,45
53,47,107
88,31,96
90,58,87
53,102,100
99,107,88
71,106,77
31,108,57
37,109,83
85,33,101
95,49,58
35,47,34
65,109,80
97,75,104
34,50,63
63,88,67
