114,61,91

45,69,35

101,80,36

104,115,43

30,58,79

51,73,74

47,104,96

43,36,85

62,48,71

60,43,111

85,45,32

62,101,37

114,38,72

113,66,103

80,73,95

32,68,100

57,112,62

35,59,101

90,58,95

40,87,99

100,55,33

84,51,40

114,38,95

59,62,75

94,61,93

79,45,118

72,87,119

66,31,67

107,51,59

40,33,44

111,77,85

73,53,82

114,51,112

39,90,88

67,64,115

96,48,70

107,117,54

83,101,103

66,53,40

61,69,90

44,102,89

63,61,74

78,82,60

35,55,39

63,112,68

117,114,88

31,74,83

35,65,32

116,78,89

82,89,65

59,44,105

30,55,68

88,90,91

93,102,112

92,97,70

93,51,33

53,47,110

89,95,105

58,63,87

48,93,67

119,33,39

31,88,32

98,50,101

78,104,38

46,90,59

93,40,90

58,97,66

113,65,36

95,48,73

99,94,118

63,59,67

46,114,45

38,86,61

85,45,71

79,76,74

95,84,62

95,33,62

86,108,82

116,56,103

69,34,75

46,52,55

63,35,46

96,101,64

84,96,112

116,88,82

35,75,81

80,51,75

61,87,76

100,60,112

64,33,33

116,72,88

92,33,84

43,104,53

66,88,84

107,103,49

118,70,50

108,58,50

65,71,84

53,106,63

119,82,81

